日期,动作,重量,组数,次数,容量,部位
2024-11-17,高位下拉,35.0,1,8,280,背部
2024-11-17,高位下拉,40.0,1,8,320,背部
2024-11-17,高位下拉,40.0,1,8,320,背部
2024-11-17,高位下拉,45.0,1,8,360,背部
2024-11-17,高位下拉,45.0,1,8,360,背部
2024-11-17,下拉器械,15.0,1,8,120,背部
2024-11-17,下拉器械,20.0,1,8,160,背部
2024-11-17,下拉器械,15.0,1,8,120,背部
2024-11-17,上斜推胸,15.0,1,8,120,胸部
2024-11-17,上斜推胸,15.0,1,8,120,胸部
2024-11-17,下斜推胸,20.0,1,8,160,胸部
2024-11-17,下斜推胸,20.0,1,8,160,胸部
2024-11-19,引体向上,0,1,8,0,背部
2024-11-19,引体向上,0,1,5,0,背部
2024-11-19,引体向上,0,1,8,0,背部
2024-11-19,引体向上,0,1,4,0,背部
2024-11-19,引体向上,0,1,5,0,背部
2024-11-19,引体向上,0,1,3,0,背部
2024-11-19,坐姿划船,40.0,1,12,480,背部
2024-11-19,坐姿划船,45.0,1,8,360,背部
2024-11-19,坐姿划船,50.0,1,8,400,背部
2024-11-19,坐姿划船,50.0,1,8,400,背部
2024-11-19,坐姿划船,50.0,1,12,600,背部
2024-11-19,下拉器械,35.0,1,12,420,背部
2024-11-19,下拉器械,35.0,1,12,420,背部
2024-11-19,下拉器械,40.0,1,12,480,背部
2024-11-19,下拉器械,40.0,1,12,480,背部
2024-11-21,上斜推胸,10.0,1,8,80,胸部
2024-11-21,平板推胸,10.0,1,8,80,胸部
2024-11-21,平板推胸,15.0,1,12,180,胸部
2024-11-21,平板推胸,15.0,1,8,120,胸部
2024-11-21,下斜推胸,20.0,1,8,160,胸部
2024-11-21,下斜推胸,25.0,1,8,200,胸部
2024-11-21,下斜推胸,25.0,1,10,250,胸部
2024-11-21,坐姿推胸,40.0,1,10,400,胸部
2024-11-21,坐姿推胸,45.0,1,12,540,胸部
2024-11-23,夹腿,50.0,1,8,400,腿部
2024-11-23,夹腿,50.0,1,8,400,腿部
2024-11-23,夹腿,55.0,1,8,440,腿部
2024-11-23,夹腿,60.0,1,8,480,腿部
2024-11-23,夹腿,65.0,1,8,520,腿部
2024-11-23,夹腿,65.0,1,8,520,腿部
2024-11-23,夹腿,70.0,1,8,560,腿部
2024-11-23,单腿后踢,50.0,1,8,400,腿部
2024-11-23,单腿后踢,55.0,1,8,440,腿部
2024-11-23,单腿后踢,60.0,1,8,480,腿部
2024-11-28,上斜推胸,15.0,1,8,120,胸部
2024-11-28,上斜推胸,20.0,1,7,140,胸部
2024-11-28,上斜推胸,20.0,1,4,80,胸部
2024-11-28,平板推胸,15.0,1,8,120,胸部
2024-11-28,平板推胸,15.0,1,8,120,胸部
2024-11-28,平板推胸,20.0,1,8,160,胸部
2024-11-28,平板推胸,20.0,1,7,140,胸部
2024-11-28,下斜推胸,20.0,1,8,160,胸部
2024-11-28,下斜推胸,25.0,1,6,150,胸部
2024-11-28,下斜推胸,25.0,1,10,250,胸部
2024-12-05,引体向上,0,1,10,0,背部
2024-12-05,引体向上,0,1,10,0,背部
2024-12-05,引体向上,0,1,8,0,背部
2024-12-05,引体向上,0,1,6,0,背部
2024-12-05,坐姿划船,45.0,1,8,360,背部
2024-12-05,坐姿划船,50.0,1,8,400,背部
2024-12-05,坐姿划船,55.0,1,8,440,背部
2024-12-05,坐姿划船,55.0,1,8,440,背部
2024-12-05,下拉器械,50.0,1,8,400,背部
2024-12-05,下拉器械,55.0,1,8,440,背部
2024-12-09,上斜推胸,20.0,1,8,160,胸部
2024-12-09,上斜推胸,25.0,1,6,150,胸部
2024-12-09,上斜推胸,25.0,1,8,200,胸部
2024-12-09,平板推胸,15.0,1,8,120,胸部
2024-12-09,平板推胸,20.0,1,8,160,胸部
2024-12-09,平板推胸,20.0,1,8,160,胸部
2024-12-09,平板推胸,20.0,1,7,140,胸部
2024-12-09,夹胸,40.0,1,8,320,胸部
2024-12-09,夹胸,45.0,1,8,360,胸部
2024-12-09,夹胸,50.0,1,3,150,胸部
2024-12-09,夹胸,50.0,1,8,400,胸部
2024-12-12,引体向上,0,1,5,0,背部
2024-12-12,引体向上,0,1,6,0,背部
2024-12-12,下拉器械,50.0,1,8,400,背部
2024-12-12,下拉器械,55.0,1,8,440,背部
2024-12-12,下拉器械,60.0,1,8,480,背部
2024-12-12,下拉器械,60.0,1,8,480,背部
2024-12-12,下拉器械,65.0,1,8,520,背部
2024-12-12,坐姿划船,50.0,1,8,400,背部
2024-12-12,坐姿划船,55.0,1,8,440,背部
2024-12-12,坐姿划船,55.0,1,8,440,背部
2024-12-12,坐姿划船,55.0,1,8,440,背部
2024-12-15,下斜推胸,25.0,1,8,200,胸部
2024-12-15,下斜推胸,30.0,1,8,240,胸部
2024-12-15,下斜推胸,30.0,1,8,240,胸部
2024-12-15,下斜推胸,35.0,1,8,280,胸部
2024-12-15,下斜推胸,35.0,1,6,210,胸部
2024-12-15,平板推胸,15.0,1,8,120,胸部
2024-12-15,平板推胸,20.0,1,8,160,胸部
2024-12-15,平板推胸,20.0,1,8,160,胸部
2024-12-15,平板推胸,25.0,1,3,75,胸部
2024-12-15,夹胸,40.0,1,8,320,胸部
2024-12-15,夹胸,50.0,1,8,400,胸部
2024-12-15,夹胸,55.0,1,8,440,胸部
2024-12-17,引体向上,0,1,10,0,背部
2024-12-17,引体向上,0,1,4,0,背部
2024-12-17,引体向上,0,1,10,0,背部
2024-12-17,坐姿划船,55.0,1,8,440,背部
2024-12-17,坐姿划船,60.0,1,8,480,背部
2024-12-17,坐姿划船,60.0,1,8,480,背部
2024-12-17,坐姿划船,65.0,1,8,520,背部
2024-12-17,下拉器械,55.0,1,8,440,背部
2024-12-17,下拉器械,60.0,1,8,480,背部
2024-12-17,下拉器械,65.0,1,8,520,背部
2024-12-17,下拉器械,70.0,1,5,350,背部
2024-12-19,夹胸,40.0,1,8,320,胸部
2024-12-19,下斜推胸,25.0,1,8,200,胸部
2024-12-19,下斜推胸,25.0,1,8,200,胸部
2024-12-19,下斜推胸,30.0,1,8,240,胸部
2024-12-19,下斜推胸,30.0,1,8,240,胸部
2024-12-19,下斜推胸,35.0,1,8,280,胸部
2024-12-19,下斜推胸,35.0,1,5,175,胸部
2024-12-19,下斜推胸,35.0,1,5,175,胸部
2024-12-19,坐姿推胸,40.0,1,8,320,胸部
2024-12-19,坐姿推胸,45.0,1,8,360,胸部
2024-12-19,坐姿推胸,50.0,1,8,400,胸部
2024-12-19,坐姿推胸,55.0,1,8,440,胸部
2024-12-19,坐姿推胸,60.0,1,7,420,胸部
2024-12-19,坐姿推胸,60.0,1,3,180,胸部
2024-12-22,引体向上,0,1,8,0,背部
2024-12-22,引体向上,0,1,8,0,背部
2024-12-22,引体向上,0,1,6,0,背部
2024-12-22,引体向上,0,1,6,0,背部
2024-12-22,引体向上,0,1,2,0,背部
2024-12-22,坐姿划船,60.0,1,8,480,背部
2024-12-22,坐姿划船,65.0,1,8,520,背部
2024-12-22,坐姿划船,65.0,1,8,520,背部
2024-12-22,下拉器械,60.0,1,8,480,背部
2024-12-22,下拉器械,65.0,1,8,520,背部
2024-12-22,下拉器械,65.0,1,8,520,背部
2024-12-22,哑铃推肩,12.5,1,8,100,肩部
2024-12-22,哑铃推肩,15.0,1,8,120,肩部
2024-12-22,哑铃推肩,15.0,1,8,120,肩部
2024-12-24,上斜推胸,20.0,1,8,160,胸部
2024-12-24,上斜推胸,20.0,1,8,160,胸部
2024-12-24,上斜推胸,25.0,1,8,200,胸部
2024-12-24,上斜推胸,25.0,1,6,150,胸部
2024-12-24,平板推胸,20.0,1,8,160,胸部
2024-12-24,平板推胸,20.0,1,6,120,胸部
2024-12-24,平板推胸,20.0,1,6,120,胸部
2024-12-24,夹胸,40.0,1,8,320,胸部
2024-12-24,夹胸,45.0,1,8,360,胸部
2024-12-24,坐姿推胸,50.0,1,8,400,胸部
2024-12-27,坐姿划船,60.0,1,8,480,背部
2024-12-27,坐姿划船,65.0,1,8,520,背部
2024-12-27,坐姿划船,65.0,1,8,520,背部
2024-12-27,坐姿划船,70.0,1,8,560,背部
2024-12-27,高位下拉,60.0,1,8,480,背部
2024-12-27,高位下拉,60.0,1,8,480,背部
2024-12-27,高位下拉,65.0,1,8,520,背部
2024-12-27,哑铃推肩,15.0,1,8,120,肩部
2024-12-27,哑铃推肩,15.0,1,8,120,肩部
2024-12-29,夹胸,45.0,1,8,360,胸部
2024-12-29,夹胸,50.0,1,8,400,胸部
2024-12-29,夹胸,55.0,1,8,440,胸部
2024-12-29,夹胸,55.0,1,8,440,胸部
2024-12-29,夹胸,60.0,1,8,480,胸部
2024-12-29,坐姿横推,50.0,1,8,400,其他
2024-12-29,坐姿横推,55.0,1,8,440,其他
2024-12-29,坐姿横推,55.0,1,8,440,其他
2024-12-29,坐姿横推,60.0,1,8,480,其他
2024-12-29,坐姿横推,60.0,1,8,480,其他
2024-12-29,坐姿横推,65.0,1,6,390,其他
2025-03-03,引体向上,0,1,10,0,背部
2025-03-03,引体向上,0,1,5,0,背部
2025-03-03,引体向上,0,1,5,0,背部
2025-03-03,引体向上,0,1,5,0,背部
2025-03-03,引体向上,0,1,10,0,背部
2025-03-03,向上踢腿,50.0,1,10,500,腿部
2025-03-03,向上踢腿,55.0,1,10,550,腿部
2025-03-03,向上踢腿,60.0,1,10,600,腿部
2025-03-03,向上踢腿,65.0,1,10,650,腿部
2025-03-03,向上踢腿,70.0,1,10,700,腿部
2025-03-03,向上踢腿,75.0,1,10,750,腿部
2025-03-03,向上踢腿,80.0,1,10,800,腿部
2025-03-03,向上踢腿,85.0,1,10,850,腿部
2025-03-03,向上踢腿,90.0,1,10,900,腿部
2025-03-03,向上踢腿,95.0,1,10,950,腿部
2025-03-03,向上踢腿,100.0,1,10,1000,腿部
2025-03-03,向上踢腿,100.0,1,10,1000,腿部
2025-03-03,倒蹬,50.0,1,10,500,腿部
2025-03-03,倒蹬,55.0,1,10,550,腿部
2025-03-03,倒蹬,60.0,1,10,600,腿部
2025-03-03,倒蹬,65.0,1,10,650,腿部
2025-03-03,倒蹬,70.0,1,10,700,腿部
2025-03-03,倒蹬,75.0,1,10,750,腿部
2025-03-03,倒蹬,80.0,1,10,800,腿部
2025-03-03,倒蹬,85.0,1,10,850,腿部
2025-03-03,倒蹬,90.0,1,10,900,腿部
2025-03-06,髋外展,50.0,1,8,400,腿部
2025-03-06,髋外展,60.0,1,8,480,腿部
2025-03-06,髋外展,55.0,1,8,440,腿部
2025-03-06,髋外展,60.0,1,8,480,腿部
2025-03-06,夹腿,65.0,1,10,650,腿部
2025-03-06,夹腿,70.0,1,10,700,腿部
2025-03-06,夹腿,75.0,1,10,750,腿部
2025-03-06,夹腿,80.0,1,10,800,腿部
2025-03-06,夹腿,85.0,1,10,850,腿部
2025-03-06,夹腿,90.0,1,10,900,腿部
2025-03-06,哑铃弯举,14.0,1,8,112,手臂
2025-03-06,哑铃弯举,14.0,1,8,112,手臂
2025-03-06,锤式弯举,14.0,1,5,70,手臂
2025-03-06,哑铃推肩,12.0,1,8,96,肩部
2025-03-06,哑铃推肩,12.0,1,8,96,肩部
2025-03-06,哈克深蹲,30.0,1,10,300,腿部
2025-03-06,哈克深蹲,60.0,1,10,600,腿部
2025-03-06,哈克深蹲,100.0,1,8,800,腿部
2025-03-06,哈克深蹲,100.0,1,8,800,腿部
2025-03-10,引体向上,0,1,10,0,背部
2025-03-10,引体向上,0,1,7,0,背部
2025-03-10,引体向上,0,1,7,0,背部
2025-03-10,引体向上,0,1,5,0,背部
2025-03-10,引体向上,0,1,6,0,背部
2025-03-10,高位下拉,50.0,1,8,400,背部
2025-03-10,高位下拉,50.0,1,8,400,背部
2025-03-10,高位下拉,45.0,1,8,360,背部
2025-03-10,高位下拉,50.0,1,8,400,背部
2025-03-10,夹胸,30.0,1,8,240,胸部
2025-03-10,夹胸,35.0,1,8,280,胸部
2025-03-10,夹胸,40.0,1,8,320,胸部
2025-03-10,哑铃推肩,12.0,1,8,96,肩部
2025-03-10,哑铃推肩,16.0,1,6,96,肩部
2025-03-10,哑铃推肩,16.0,1,4,64,肩部
2025-03-10,坐姿推胸,35.0,1,8,280,胸部
2025-03-19,坐姿推胸,30.0,1,8,240,胸部
2025-03-19,坐姿推胸,35.0,1,8,280,胸部
2025-03-19,坐姿推胸,40.0,1,8,320,胸部
2025-03-19,坐姿推胸,45.0,1,8,360,胸部
2025-03-19,夹胸,40.0,1,8,320,胸部
2025-03-19,夹胸,40.0,1,7,280,胸部
2025-03-19,夹胸,40.0,1,8,320,胸部
2025-03-19,高位下拉,45.0,1,8,360,背部
2025-03-19,高位下拉,50.0,1,8,400,背部
2025-03-19,高位下拉,55.0,1,8,440,背部
2025-03-19,高位下拉,60.0,1,6,360,背部
2025-03-19,坐姿划船,30.0,1,8,240,背部
2025-03-19,坐姿划船,35.0,1,8,280,背部
2025-03-19,哑铃飞鸟,6.0,1,8,48,胸部
2025-03-19,哑铃飞鸟,8.0,1,8,64,胸部
2025-03-19,哑铃推肩,12.0,1,8,96,肩部
2025-03-19,哑铃推肩,12.0,1,8,96,肩部
2025-03-20,向上踢腿,60.0,1,10,600,腿部
2025-03-20,向上踢腿,65.0,1,10,650,腿部
2025-03-20,向上踢腿,70.0,1,10,700,腿部
2025-03-20,向上踢腿,75.0,1,10,750,腿部
2025-03-20,向上踢腿,80.0,1,10,800,腿部
2025-03-20,向上踢腿,85.0,1,10,850,腿部
2025-03-20,向上踢腿,90.0,1,10,900,腿部
2025-03-20,向上踢腿,95.0,1,10,950,腿部
2025-03-20,向上踢腿,100.0,1,10,1000,腿部
2025-03-20,向上踢腿,100.0,1,10,1000,腿部
2025-03-20,倒蹬,60.0,1,10,600,腿部
2025-03-20,倒蹬,65.0,1,8,520,腿部
2025-03-20,倒蹬,70.0,1,10,700,腿部
2025-03-20,倒蹬,75.0,1,10,750,腿部
2025-03-20,倒蹬,80.0,1,10,800,腿部
2025-03-20,倒蹬,85.0,1,10,850,腿部
2025-03-20,倒蹬,90.0,1,10,900,腿部
2025-03-20,倒蹬,90.0,1,10,900,腿部
2025-03-24,引体向上,0,1,5,0,背部
2025-03-24,引体向上,0,1,10,0,背部
2025-03-24,引体向上,0,1,10,0,背部
2025-03-24,引体向上,0,1,7,0,背部
2025-03-24,坐姿推胸,35.0,1,8,280,胸部
2025-03-24,坐姿推胸,40.0,1,8,320,胸部
2025-03-24,高位下拉,50.0,1,8,400,背部
2025-03-24,高位下拉,55.0,1,8,440,背部
2025-03-24,坐姿划船,40.0,1,8,320,背部
2025-03-24,坐姿划船,45.0,1,8,360,背部
2025-03-24,坐姿划船,50.0,1,8,400,背部
2025-03-24,夹胸,40.0,1,8,320,胸部
2025-03-24,夹胸,45.0,1,8,360,胸部
2025-03-26,引体向上,0,1,5,0,背部
2025-03-26,引体向上,0,1,10,0,背部
2025-03-26,引体向上,0,1,10,0,背部
2025-03-26,引体向上,0,1,10,0,背部
2025-03-26,引体向上,0,1,10,0,背部
2025-03-26,哑铃推肩,10.0,1,8,80,肩部
2025-03-26,哑铃推肩,12.0,1,8,96,肩部
2025-03-26,哑铃推肩,12.0,1,8,96,肩部
2025-03-26,哑铃推肩,14.0,1,8,112,肩部
2025-03-26,反向飞鸟,8.0,1,8,64,背部
2025-03-30,引体向上,0,1,5,0,背部
2025-03-30,引体向上,0,1,10,0,背部
2025-03-30,引体向上,0,1,10,0,背部
2025-03-30,引体向上,0,1,10,0,背部
2025-03-30,引体向上,0,1,10,0,背部
2025-03-30,引体向上,0,1,10,0,背部
2025-03-30,夹胸,40.0,1,8,320,胸部
2025-03-30,夹胸,45.0,1,8,360,胸部
2025-03-30,夹胸,50.0,1,8,400,胸部
2025-04-03,引体向上,0,1,5,0,背部
2025-04-03,引体向上,0,1,10,0,背部
2025-04-03,引体向上,0,1,12,0,背部
2025-04-03,引体向上,0,1,12,0,背部
2025-04-03,引体向上,0,1,10,0,背部
2025-04-03,坐姿推胸,35.0,1,8,280,胸部
2025-04-03,坐姿推胸,40.0,1,8,320,胸部
2025-04-03,坐姿推胸,45.0,1,8,360,胸部
2025-04-03,坐姿推胸,45.0,1,4,180,胸部
2025-04-03,坐姿推胸,40.0,1,8,320,胸部
2025-04-03,坐姿划船,45.0,1,8,360,背部
2025-04-03,坐姿划船,50.0,1,8,400,背部
2025-04-08,引体向上,0,1,6,0,背部
2025-04-08,引体向上,0,1,12,0,背部
2025-04-08,引体向上,0,1,12,0,背部
2025-04-08,引体向上,0,1,12,0,背部
2025-04-08,引体向上,0,1,8,0,背部
2025-04-08,坐姿划船,50.0,1,8,400,背部
2025-04-08,坐姿划船,55.0,1,8,440,背部
2025-04-11,坐姿划船,45.0,1,8,360,背部
2025-04-11,坐姿划船,50.0,1,8,400,背部
2025-04-11,坐姿划船,55.0,1,8,440,背部
2025-04-11,高位下拉,55.0,1,8,440,背部
2025-04-11,高位下拉,60.0,1,8,480,背部
2025-04-11,坐姿推胸,40.0,1,8,320,胸部
2025-04-11,坐姿推胸,45.0,1,8,360,胸部
2025-04-11,坐姿推胸,45.0,1,5,225,胸部
2025-04-11,引体向上,0,1,6,0,背部
2025-04-11,引体向上,0,1,7,0,背部
2025-04-14,向上踢腿,60.0,1,8,480,腿部
2025-04-14,向上踢腿,70.0,1,8,560,腿部
2025-04-14,向上踢腿,80.0,1,8,640,腿部
2025-04-14,向上踢腿,90.0,1,8,720,腿部
2025-04-14,向上踢腿,100.0,1,12,1200,腿部
2025-04-14,哈克深蹲,90.0,1,10,900,腿部
2025-04-14,倒蹬,60.0,1,8,480,腿部
2025-04-14,倒蹬,70.0,1,8,560,腿部
2025-04-14,倒蹬,80.0,1,8,640,腿部
2025-04-14,倒蹬,90.0,1,8,720,腿部
2025-04-14,倒蹬,90.0,1,8,720,腿部
2025-04-17,引体向上,0,1,6,0,背部
2025-04-17,引体向上,0,1,9,0,背部
2025-04-17,引体向上,0,1,9,0,背部
2025-04-17,引体向上,0,1,9,0,背部
2025-04-17,引体向上,0,1,8,0,背部
2025-04-17,坐姿划船,50.0,1,8,400,背部
2025-04-17,高位下拉,55.0,1,8,440,背部
2025-04-17,坐姿推胸,40.0,1,8,320,胸部
2025-04-17,坐姿推胸,45.0,1,8,360,胸部
2025-04-17,坐姿推胸,45.0,1,6,270,胸部
2025-04-17,夹胸,45.0,1,6,270,胸部
2025-04-17,夹胸,45.0,1,8,360,胸部
2025-04-28,倒蹬,50.0,1,12,600,腿部
2025-04-28,倒蹬,60.0,1,12,720,腿部
2025-04-28,倒蹬,70.0,1,12,840,腿部
2025-04-28,倒蹬,80.0,1,8,640,腿部
2025-04-28,倒蹬,85.0,1,8,680,腿部
2025-04-28,倒蹬,90.0,1,8,720,腿部
2025-04-28,倒蹬,90.0,1,8,720,腿部
2025-04-28,夹腿,60.0,1,12,720,腿部
2025-04-28,夹腿,70.0,1,12,840,腿部
2025-04-28,夹腿,80.0,1,12,960,腿部
2025-04-28,夹腿,90.0,1,12,1080,腿部
2025-04-28,髋外展,40.0,1,12,480,腿部
2025-04-28,髋外展,50.0,1,12,600,腿部
2025-04-29,夹胸,40.0,1,8,320,胸部
2025-04-29,夹胸,45.0,1,8,360,胸部
2025-04-29,夹胸,50.0,1,6,300,胸部
2025-04-29,臂屈伸,0,1,8,0,胸部
2025-04-29,臂屈伸,0,1,8,0,胸部
2025-04-29,坐姿推胸,40.0,1,8,320,胸部
2025-04-29,坐姿推胸,40.0,1,8,320,胸部
2025-04-29,坐姿推胸,45.0,1,8,360,胸部
2025-04-29,坐姿推胸,45.0,1,8,360,胸部
2025-04-29,坐姿推胸,50.0,1,3,150,胸部
2025-04-30,引体向上,0,1,8,0,背部
2025-04-30,高位下拉,50.0,1,8,400,背部
2025-04-30,高位下拉,55.0,1,8,440,背部
2025-04-30,高位下拉,60.0,1,8,480,背部
2025-04-30,高位下拉,60.0,1,8,480,背部
2025-04-30,坐姿划船,50.0,1,8,400,背部
2025-04-30,坐姿划船,55.0,1,8,440,背部
2025-04-30,坐姿划船,55.0,1,8,440,背部
2025-04-30,三头下拉,30.0,1,8,240,手臂
2025-04-30,三头下拉,40.0,1,4,160,手臂
2025-04-30,三头下拉,35.0,1,8,280,手臂
2025-04-30,三头下拉,35.0,1,8,280,手臂
2025-05-05,夹胸,40.0,1,8,320,胸部
2025-05-05,夹胸,40.0,1,8,320,胸部
2025-05-05,夹胸,45.0,1,8,360,胸部
2025-05-05,夹胸,50.0,1,8,400,胸部
2025-05-05,夹胸,55.0,1,4,220,胸部
2025-05-05,坐姿推胸,40.0,1,8,320,胸部
2025-05-05,坐姿推胸,45.0,1,8,360,胸部
2025-05-05,坐姿推胸,50.0,1,5,250,胸部
2025-05-05,坐姿推胸,50.0,1,8,400,胸部
2025-05-05,哑铃飞鸟,8.0,1,8,64,胸部
2025-05-05,哑铃飞鸟,10.0,1,8,80,胸部
2025-05-05,哑铃飞鸟,10.0,1,8,80,胸部
2025-05-05,直立划船,40.0,1,10,400,肩部
2025-05-05,直立划船,40.0,1,8,320,肩部
2025-05-06,髋外展,45.0,1,12,540,腿部
2025-05-06,髋外展,50.0,1,12,600,腿部
2025-05-06,髋外展,55.0,1,12,660,腿部
2025-05-06,髋外展,60.0,1,12,720,腿部
2025-05-06,髋外展,65.0,1,8,520,腿部
2025-05-06,髋外展,70.0,1,6,420,腿部
2025-05-06,向上踢腿,50.0,1,8,400,腿部
2025-05-06,向上踢腿,60.0,1,8,480,腿部
2025-05-06,向上踢腿,70.0,1,8,560,腿部
2025-05-06,向上踢腿,80.0,1,8,640,腿部
2025-05-06,向上踢腿,90.0,1,8,720,腿部
2025-05-06,向上踢腿,100.0,1,8,800,腿部
2025-05-06,向上踢腿,100.0,1,12,1200,腿部
2025-05-06,倒蹬,70.0,1,12,840,腿部
2025-05-06,倒蹬,80.0,1,12,960,腿部
2025-05-06,倒蹬,90.0,1,12,1080,腿部
2025-05-06,倒蹬,90.0,1,12,1080,腿部
2025-05-06,站姿提踵,12.0,1,12,144,腿部
2025-05-06,站姿提踵,12.0,1,12,144,腿部
2025-05-08,坐姿划船,45.0,1,8,360,背部
2025-05-08,坐姿划船,50.0,1,8,400,背部
2025-05-08,坐姿划船,55.0,1,8,440,背部
2025-05-08,坐姿划船,60.0,1,8,480,背部
2025-05-08,坐姿划船,65.0,1,8,520,背部
2025-05-08,高位下拉,45.0,1,8,360,背部
2025-05-08,高位下拉,50.0,1,8,400,背部
2025-05-08,高位下拉,55.0,1,8,440,背部
2025-05-08,高位下拉,60.0,1,8,480,背部
2025-05-08,哑铃推肩,12.0,1,8,96,肩部
2025-05-08,哑铃推肩,12.0,1,8,96,肩部
2025-05-08,引体向上,0,1,8,0,背部
2025-05-10,夹胸,35.0,1,8,280,胸部
2025-05-10,夹胸,40.0,1,8,320,胸部
2025-05-10,夹胸,45.0,1,8,360,胸部
2025-05-10,夹胸,50.0,1,8,400,胸部
2025-05-10,夹胸,55.0,1,7,385,胸部
2025-05-10,夹胸,55.0,1,8,440,胸部
2025-05-10,坐姿推胸,40.0,1,8,320,胸部
2025-05-10,坐姿推胸,45.0,1,8,360,胸部
2025-05-10,坐姿推胸,50.0,1,5,250,胸部
2025-05-10,坐姿推胸,50.0,1,8,400,胸部
2025-05-10,哑铃飞鸟,12.0,1,8,96,胸部
2025-05-10,哑铃飞鸟,12.0,1,10,120,胸部
2025-05-10,三头下拉,35.0,1,8,280,手臂
2025-05-10,三头下拉,40.0,1,8,320,手臂
2025-05-10,三头下拉,45.0,1,8,360,手臂
2025-05-12,哑铃推举,10.0,1,10,100,其他
2025-05-12,哑铃推举,12.0,1,10,120,其他
2025-05-12,哑铃推举,14.0,1,10,140,其他
2025-05-12,哑铃推举,16.0,1,12,192,其他
2025-05-12,哑铃推举,16.0,1,10,160,其他
2025-05-12,哑铃推举,16.0,1,8,128,其他
2025-05-12,哑铃侧平举,8.0,1,10,80,肩部
2025-05-12,哑铃侧平举,10.0,1,10,100,肩部
2025-05-12,哑铃侧平举,12.0,1,10,120,肩部
2025-05-12,面拉,25.0,1,15,375,肩部
2025-05-12,面拉,30.0,1,15,450,肩部
2025-05-12,面拉,30.0,1,10,300,肩部
2025-05-12,面拉,35.0,1,10,350,肩部
2025-05-12,面拉,45.0,1,15,675,肩部
2025-05-12,三头下拉,40.0,1,10,400,手臂
2025-05-12,三头下拉,45.0,1,12,540,手臂
2025-05-12,三头下拉,45.0,1,12,540,手臂
2025-05-15,坐姿划船,45.0,1,8,360,背部
2025-05-15,坐姿划船,50.0,1,8,400,背部
2025-05-15,坐姿划船,55.0,1,8,440,背部
2025-05-15,坐姿划船,60.0,1,8,480,背部
2025-05-15,高位下拉,45.0,1,8,360,背部
2025-05-15,高位下拉,50.0,1,8,400,背部
2025-05-15,高位下拉,60.0,1,8,480,背部
2025-05-15,高位下拉,65.0,1,8,520,背部
2025-05-15,高位下拉,70.0,1,8,560,背部
2025-05-15,引体向上,0,1,8,0,背部
2025-05-15,引体向上,0,1,8,0,背部
2025-05-18,引体向上,0,1,7,0,背部
2025-05-18,坐姿划船,40.0,1,8,320,背部
2025-05-18,坐姿划船,45.0,1,8,360,背部
2025-05-18,坐姿划船,50.0,1,8,400,背部
2025-05-18,高位下拉,40.0,1,8,320,背部
2025-05-18,高位下拉,45.0,1,8,360,背部
2025-05-18,高位下拉,50.0,1,8,400,背部
2025-05-18,反向飞鸟,20.0,1,8,160,背部
2025-05-18,反向飞鸟,25.0,1,8,200,背部
2025-05-18,三头下拉,40.0,1,8,320,手臂
2025-05-18,三头下拉,45.0,1,8,360,手臂
2025-05-18,哑铃推肩,12.0,1,8,96,肩部
2025-05-18,哑铃推肩,14.0,1,8,112,肩部
2025-05-18,哑铃推肩,16.0,1,8,128,肩部
2025-05-18,哑铃推肩,16.0,1,7,112,肩部
2025-05-20,夹胸,35.0,1,8,280,胸部
2025-05-20,夹胸,40.0,1,8,320,胸部
2025-05-20,夹胸,45.0,1,8,360,胸部
2025-05-20,夹胸,50.0,1,8,400,胸部
2025-05-20,夹胸,55.0,1,4,220,胸部
2025-05-20,夹胸,55.0,1,8,440,胸部
2025-05-20,夹胸,50.0,1,4,200,胸部
2025-05-20,坐姿推胸,40.0,1,8,320,胸部
2025-05-20,坐姿推胸,45.0,1,5,225,胸部
2025-05-20,坐姿推胸,50.0,1,6,300,胸部
2025-05-20,坐姿推胸,45.0,1,4,180,胸部
2025-05-20,臂屈伸,0,1,5,0,胸部
2025-05-21,髋外展,45.0,1,12,540,腿部
2025-05-21,髋外展,50.0,1,12,600,腿部
2025-05-21,髋外展,55.0,1,12,660,腿部
2025-05-21,髋外展,60.0,1,12,720,腿部
2025-05-21,髋外展,65.0,1,12,780,腿部
2025-05-21,向上踢腿,50.0,1,12,600,腿部
2025-05-21,向上踢腿,60.0,1,12,720,腿部
2025-05-21,向上踢腿,70.0,1,12,840,腿部
2025-05-21,向上踢腿,80.0,1,12,960,腿部
2025-05-21,向上踢腿,90.0,1,12,1080,腿部
2025-05-21,向上踢腿,100.0,1,12,1200,腿部
2025-05-21,倒蹬,60.0,1,12,720,腿部
2025-05-21,倒蹬,70.0,1,12,840,腿部
2025-05-21,倒蹬,80.0,1,12,960,腿部
2025-05-21,倒蹬,90.0,1,12,1080,腿部
2025-05-21,倒蹬,90.0,1,12,1080,腿部
2025-05-22,哑铃推肩,14.0,1,10,140,肩部
2025-05-22,哑铃推肩,16.0,1,12,192,肩部
2025-05-22,哑铃推肩,16.0,1,10,160,肩部
2025-05-22,哑铃推肩,18.0,1,8,144,肩部
2025-05-22,哑铃推肩,18.0,1,7,126,肩部
2025-05-22,哑铃推肩,18.0,1,7,126,肩部
2025-05-22,哑铃推肩,16.0,1,8,128,肩部
